,time,text
502,2020-02-09,Yera it would have hit us by now surely. Sure yer going on about climate change with 50 years and nothing happening 
503,2020-02-09,"I am too. Many of the people who are against him haven't done any research on him, but take opinions on social media as fact. He's a highly educated businessman and politician who didn't inherit his wealth. He coauthored a book on climate change."
504,2020-02-09,Is this really the best way to combat climate change? Bill Gates orders £500m hydrogen-powered superyacht https://www.theguardian.com/technology/2020/feb/09/bill-gates-orders-500m-hydrogen-powered-superyacht #westminsterhour
505,2020-02-09, — Something to solve climate change! 
506,2020-02-09,"Extreme weather is under the same 'umbrella' ;) of climate change. Whether it's unprecedented fires, hail, dust storms, flooding.. Bolt &amp; co. if you studied climate science, you may have something intell to say. Bc, when the shit really hits the fan, $$isn't going to save you."
507,2020-02-09,"Hello Dean, I’m a career Enviromental Scientist so I get what you are saying, however we do have the ability to effect climate change while at the same time pursuing cleaner air and water for the flock."
508,2020-02-09,"""People are revolting against the economic ‘elites’ they believe have betrayed them, and our efforts to keep global warming limited to 1.5°C are falling dangerously short""- Klaus Schwab @Davos. #ClimateChange"
509,2020-02-09,Zali Steggall to unveil climate change bill and push for a conscience vote for MPs 
510,2020-02-09,Danny Healy-Rae is just like one of the villans from Captain Planet #Election2020 #GE20202 #ClimateChange 
511,2020-02-09,I'd argue the economic regulator of an industry at extreme economic risk from climate change might want to rethink that position. 
512,2020-02-09,Its very theirapeutic for you ##Peter Fitzflog!!!!!
513,2020-02-09,"Ah, a Nazi eugenist... 250k Annual Global Rapes + 91.6% Unreported Global castration would virtually eliminate these rapes + war, oppression, violence, murder, & human extinction from overpopulation &/or climate change. Give humanity a chance! Neuter a man TODAY!"
514,2020-02-09,Hope so. I hadn't realised until late into the campaign but the PBP policies on the environment and climate change was up there with GP. We need this represented in the Dáil.
515,2020-02-09,how is it even possible for climate to change without use of fossil fuels? 
516,2020-02-09,"The totalitarian hate speech laws enforcing, frack-banning & climate change agenda backing, mass-immigration promoting, militant LGBT+ activism &amp; radical feminism supporting, implicit bias/diversity/equity mass-indoctrination allowing far-left Conservative Party."
517,2020-02-09,"Investors scared off by Australia's climate denialism, and why shouldn't they be? This government is not only inactive, I wish it were just that. Instead, it is actively destroying our country. #auspol #ClimateChange #ClimateActNow"
518,2020-02-09,Climate change causes an increase in the severity of not just fires. 
519,2020-02-09,Oh stop.. even you don’t believe in climate change except to use it as another “Scam”.. this is one of the reasons a “Self proclaimed communist” is beating you.. unbelievable.. a COMMUNIST ??? The Democrats have sunk to a new low..
520,2020-02-09,"Well if climate change is going take care of Florida, what is our plan for the other swing states Coronavirus, you know what to do"
521,2020-02-09,"That's my experience, too. However, when I describe in detail things like climate change, the opposite of swamp drainage, his overall ineptness, etc...I achieve agreement. So he wasn't elected to care. He was selected to shake things up. But he's done it horrifically and costly."
522,2020-02-09,"Who is in and Who is out? Michael Gove, 52, currently Chancellor of the Duchy of Lancaster. Expected to be given beefed-up role supervising Brexit negotiations and possibly overseeing UN Climate Change conference in Glasgow in November. @Telegraph https://buff.ly/2HamASI"
523,2020-02-09,The last thing old Joe needs to worry about is climate change. Get your wife to turn the thermostat down a few degrees and you will be fine.
524,2020-02-09,The neoliberal powers of this world promised to end hunger and instead it increased Now they promise to prevent climate catastrophe Without an end to neoliberalism and growth the results will be the same #poverty #ClimateChange #degrowth
525,2020-02-09,"My take on Climate change is that for the most part the planet will take care of itself, but it when it comes to All the toxic waste plastic and other shit we need to clean that shid up. And also hold the countries mainly responsible for it accountable, Third world or not."
526,2020-02-09,"Hey, while you're here... Do you have any idea what Pete's plans are to tackle climate change? I am of course assuming you are a supporter of his."
527,2020-02-09,"Hey, Sweetheart, READ THIS. It may be above your IQ, but try!!!!Why Apocalyptic Claims About Climate Change Are Wrong via @forbes"
528,2020-02-09,Indeed. Contrast this with the resilience of infrastructure built in an age when no-one had even considered #climatechange! #hs2
529,2020-02-09,Interesting that climate change millions of years ago caused a land bridge from Africa to Europe.
530,2020-02-09,If Labor don’t get serious on climate change action then expect the Greens and Independents to take even more votes at the next election. I come from a labor family and we want action. @AlboMP
531,2020-02-09,Oh common Joe. are you gonna be like the others. Destroy the economy with the climate change hoax. So it will be easier to implement socialism. Humans can’t effect the climate. It’s nature Joe
532,2020-02-09,"""Harrison Ford issued a stark warning to the world about the effects of climate change this weekend, describing it as the 'greatest moral crisis of our time' In a pre-recorded video ahead of his appearance at the World Government Summit..."" @BreitbartNews"
533,2020-02-09,"He's completely and utterly correct. People first, silly petit bourgeois hysterical climate apocalypse second. Freeman Dyson: Climate Change Predictions Are ""Absurd"" "
534,2020-02-09,"That was ridiculous no doubt and the climate change brother worse but among other things there are a lot of people who have seen their parents grandparents sons and daughters come off hse waiting lists receive life changing eye, hip and knee operations up north facilitated by MHR"
535,2020-02-09,The Pacific Heats Up. Is it the Sequel to The Blob? - Bay Nature #ClimateChange 
536,2020-02-09,#CambioClimatico #ClimateChange #ClimateAction
537,2020-02-09,HYS WTF how anyone can say the answer is to cull humans is shocking. BBC News - Climate change: Loss of bumblebees driven by 'climate chaos' 
538,2020-02-09,"en australie, les choses ne se font jamais à moitié. Quand il fait chaud, il fait 47, tu peux griller un œuf sur ta peau + maxi feux partout. Quand il pleut, c’est la tempête ya des branches qui volent, des arbres déracinés, les rues sont inondées... climate change what ?"
539,2020-02-09,imagine what all this money could do if donated to australia or climate change charities or literally anything that would actually help people... capitalism is a curse 
540,2020-02-09,"Breaking Down The Last Decade Of ""Terrible"" Climate-Change In 7 Narrative-Busting Charts | Zero Hedge "
541,2020-02-09,##El Demento is just Biden his time!!!!!
542,2020-02-09,Well America hadmt been found when this climate change started. What no one states is there’s an 800 year lag from climatic events and change.
543,2020-02-09,Climate change is not a problem that has an incremental solution.
544,2020-02-09,"You’re right no one is doing enough, but throwing away a Green Party vote if you want action on #ClimateChange is handing your future over to pro-polluter parties. If you followed green MPs you would know they’re disappointed they can’t do more. They’re not a Green dictatorship."
545,2020-02-09,"Wait? If volcanos are the main cause of destroying ozone and climate change, why aren't we protesting the volcano's?"
546,2020-02-09,"Just to let y’all know, I’m still running for President. My concerns are: 1) climate change 2) health care 3) no more billionaires 4) protect Rez dogs from being ‘rescued’ by white peoples 5) get everyone’s cousin to pay them back"
547,2020-02-09,"I’m 65 with 35+ years of activism. I call bullshit. You NEVER get used to it. We stood up to racism, homophobia, AIDS discrimination, climate change, violence against women, sex discrimination and advocated for the disabled. I’ve been spit on, thrown at and taunted. Don’t diss me"
548,2020-02-09,Thanks for the chart. My climate change folder is getting full
549,2020-02-09,In Picture among of the Cashew tree planted for #ClimateActionGroupClub at Matauka Secondary School Zambia #CAGZambia Our 164 cashew tree plants growing up so far so good. #ClimateAction #ClimateChange #AYCAS2020
550,2020-02-09,Rolled back all the business and industry crushing regulations allowing jobs to return and Americans to flourish. Man made climate change is a hoax ment to scare people. That is a whole other topic. The US still has the strictest environmental standards of any other country.
551,2020-02-09,Dogma and smear tactics have replaced science in the climate arena. It's a disgrace what has been done to scientists @curryja @RogerAPielkeSr et al. @KHayhoe and others who recommend this site should reject and condemn it. https://www.forbes.com/sites/rogerpielke/2020/02/09/a-climate-blacklist-that-works-it-should-make-her-unhirable-in-academia/amp/?__twitter_impression=true #ClimateChange #DebateNotDogma
552,2020-02-09,"Ok, we thought yesterday’s #flooding was something, but every day brings a new kind of special with #climatechange. #coolandnormal"
553,2020-02-09,This is all a cover for more taxes which most governments are on the hunt for. When Climate change is the culprit taxes will be easier to raise otherwise ... they face a violent revolt!
554,2020-02-09,"..and if you factor eco-terrorism, misplaced public opinion, and the growing trillion dollar climate change scam industry, anyone could argue that the 60% is hyper-inflated because they all want that money!"
555,2020-02-09,A poor poor effort at diversion from your climate change reasoning !
556,2020-02-09,DHR and co. might be just the lads to win the contract to fix that road! Climate change might be a good earner!
557,2020-02-09,"Buzz off climate change, heat threatens bees, record heat in Antarctica "
558,2020-02-09,"If an oil company tries to tell you their product is clean, or they’re investing in climate change changes, don’t believe them."
559,2020-02-09, SAVE ENERGY RT @Jan39writes: #ClimateChange @novapbs NASA SAYS A DEEP FREEZE??
560,2020-02-09,"With the addition of new members for the bipartisan Climate Solutions Caucus in the Senate, it's clear there's a desire in Congress to address #climatechange. How bold those solutions are depends on us. Join CCL to help them go big and bold! "
561,2020-02-09, SAVE ENERGY RT @MistSpinner: #ClimateChange #ClimateCrisis #ClimateTownhall #GreenNewDeal #RenewableEnergy #Renewables #ClimateAction… https://twitter.com/i/web/status/1226613357068898304
562,2020-02-09,"I have no doubt that certain church members will be huddled in thoughts and prayers for all this rain-anything but climate change. What a bunch of sanctimonious, backward, country destroying , brainless freaks they are."
563,2020-02-09,A response to the Climate change narrative It is up to You - not someone outside of You (govt) to make the changes Water - sacred Air - sacred Children - sacred Mother Earth sacred When the earth and all on it are sacred to You - All will come into balance Blessings #wwg1wga
564,2020-02-09, SAVE ENERGY RT @petrel41: #Storm #Ciara #ClimateChange #disaster http://bit.ly/31GxmcL #p2 #Ciarastorm #sturmsabine #SturmtiefSabine… https://twitter.com/i/web/status/1226613088868278273
565,2020-02-09,It requires communities coming together & taking collective action to tackle major challenges such as climate change. Learn how you can go renewable: http://saanich.ca/climateplan
566,2020-02-09,Just do it.. Lets do something good for Australia for once #auspol Zali Steggall to unveil climate change bill and push for a conscience vote for MPs 
567,2020-02-09,Not sure hurricanes should be considered climate change
568,2020-02-09,"Predictable, they also said Mueller would find evidence of Trump And Russia, that Schiff had evidence of Ukraine Quid Pro Quo, Kavanaugh molested Blasi Ford, the economy would crash from tax cuts, Obama care was good, climate change is man made, and the 49ers would win SB, few..."
569,2020-02-09,"If we have him as our nominee, I’m fine with that. He’s a terrific leader & has been a leader on climate change &amp; gun reform (among other things). I think Bloomberg would be really strong on the economy &amp; red states will vote for him. I’m Biden until I can’t be. Then Bloomberg."
570,2020-02-09,Reactionaries about climate change: ... Reactionaries when country passes anti-discrimination law in referendum: WAAAAAAAAAH! WESTERN SOCIETY IS ENDING!!!!
571,2020-02-09,"https://www.smh.com.au/national/arson-mischief-and-recklessness-87-per-cent-of-fires-are-man-made-20191117-p53bcl.html And arson had nothing to do with it right? Its amazing how not one media outlet here in Canada ever reported on the arson problems. Rather just Climate change issues, and draught! CKND is just as bad as CBC! Shame on you all!"
572,2020-02-09,#ClimateChange @novapbs NASA SAYS A DEEP FREEZE??
573,2020-02-09,Stop blaming population growth for climate change. The real culprit is wealth inequality https://scroll.in/article/952350/stop-blaming-population-growth-for-climate-change-the-real-culprit-is-wealth-inequality via @scroll_in
574,2020-02-09,#ClimateChange #ClimateCrisis #ClimateTownhall #GreenNewDeal #RenewableEnergy #Renewables #ClimateAction #SolarPower #WindPower #SolarEnergy #WindEnergy
575,2020-02-09,This lad and his quirky fam were funny a few years back but now I’m beginning to think Kerry people don’t really take anything going on outside ‘the kingdom’ too seriously #ClimateChange #GE20202
576,2020-02-09,Alaska is one of the states being most dramatically affected by climate change.
577,2020-02-09,"nycgov: The children are our future, but when we ignore climate change, we put that future in jeopardy. New York City is proud to lead the way in green initiatives like electric vehicles, limiting plastic and ending new fossil fuel infrastructure. "
578,2020-02-09,"Some are not paying attention, so preoccupied with Trump and Bernie Sanders. Look beyond your borders North America. Climate Change effects just beginning to re-shape global trends, this time locusts. "
579,2020-02-09,Australia scientists dev’ed a catalyst that can reduce CO2 emissions by 28% #oil refineries are second largest emitter behind power plants could reduce emissions and raw materials waste during the refining and “cracking” process #oott #energy #ClimateChange #Sustainability
580,2020-02-09,"@SeventhGen I'm voting #ElizabethWarren fight climate change, not only for her become 's st president. 'Tis the time #PERSIST "
581,2020-02-09,Climate change.
582,2020-02-09,They have deluded themselves into thinking they are an integral part of a movement to save the planet from impeding emissions-based destruction. They give those of us concerned with further changes to the climate a terrible name and set a real environmental movement back decades
583,2020-02-09,Ben Shapiro DESTROYS Greta's CRAZY Climate Change Arguments 
584,2020-02-09,"⁦@zalisteggall⁩ to unveil climate change bill and push for a conscience vote for MPs - “modelled on existing legislation in the UK, New Zealand and Ireland” - let’s hope (and push) for bipartisan support of good sense. "
585,2020-02-09,Climate change is canceling winter fun http://dlvr.it/RPjKzN #ecology #nature #energy
586,2020-02-09,BC is currently in a total state of disarray. Climate change protests &amp; blockades are part of daily life now. Rents are higher than ever. All infrastructure is totally overburdened &amp; bursting at the seems. The BC NDP govt has been an abject failure #bcpoli
587,2020-02-09,It’s not climate change driving them to extinction. It’s culling vast numbers of them on shooting estates so that they don’t compete for food with grouse so there’s plenty of them for tich toffs to shoot for fun.
588,2020-02-09,Its time to demand climate action now. ⁠ ⁠ Register your support for a national framework in Australia on climate change here:⁠ ⁠ http://www.climateactnow.com.au⁠ ⁠ #ClimateActNow
589,2020-02-09,Why Apocalyptic Claims About Climate Change Are Wrong via @forbes
590,2020-02-09,#activistsartistsandagitators #2020 #portraitseries #climatechange #youth #leeds #phoebe #gretathunberg #youthstrikes #activists
591,2020-02-09,"Looking over the candidates for state senate primary, 7 dems, 1 rep, 1 lib. Of course a dem will win, but the front runner is a Silicon Valley venture fund manager who’s primary platform is climate change. Sure, that’s important, but our local problems are housing and poverty."
592,2020-02-09,"You need to learn where that 97% comes from fool. A couple of guys peer reviewed 30,000+ papers over the course of a year(lol) on the topic of climate change &amp; they(two guys) determined that 97% supported the argument. Many actual authors refute. It’s closer to 60/40"
593,2020-02-09,Alarming. BBC News - Climate change: Loss of bumblebees driven by 'climate chaos' 
594,2020-02-09,"[VOTER] Hi I'm an undecided voter from Concord and I want to know if you're concerned about climate change. [BIDEN] Astaghfirullah, man. This is supposed to be one Ummah and you're talking about me this way in public? Jack if you're a backbiter I'm not your candidate, fat"
595,2020-02-09,BBC News - Climate change: Australian TV audience boos sceptical senator 
596,2020-02-09,#Storm #Ciara #ClimateChange #disaster http://bit.ly/31GxmcL #p2 #Ciarastorm #sturmsabine #SturmtiefSabine @lillyspickup #p2 #GlobalWarming @Stu4ClimateNL @Youth4ClimateNL @YouthForClimate #FridaysForFuture @GreenpeaceNL #ClimateStrike @Klimaatstaking #ClimateActNow #Climate
597,2020-02-09,Important work from @theAGU &amp; @AguGeohealth section to incorporate human health and equity into the updated #ClimateChange position statement. 
598,2020-02-09,CLIMATE'S FATAL FLAW : 'Greenhouse Gases Simply Do Not Absorb Enough Heat To Cause Global Warming' https://climatism.blog/2020/01/11/climates-fatal-flaw-greenhouse-gases-simply-do-not-absorb-enough-heat-to-cause-global-warming/ via @JWSpry #ClimateChange #CO2 #Hoax
599,2020-02-09,"Interesting, we all know climate change is the in 'fashion' thing. Weather patterns are just repeating cycles of past."
600,2020-02-09,"200% the insane intersectional leftist. The world may be facing climate change, but their ideology looks to cleansing the US of conservative thought through gulags "
601,2020-02-09,Consumption by the world’s richest 10% makes up half of the planet’s consumption-based CO₂ emissions. #environment #ClimateChange 
602,2020-02-09,"I don't buy that. Don't use Mach, just use plain miles. The distance is at least 3,500 miles as the crow flies, the time taken is 5 hours, the cruise speed must have been at least 700 mph (easily crossed when considering that ""speed of sound at 30,000 feet is 670 miles per hour"")"
603,2020-02-09,Why save the planet from climate change he asks? ^ 
604,2020-02-09,Climate change........been changing since the start of time......only spead up when social media arrived.
605,2020-02-09,"You are obviously not the person in your profile, and also obvious that you didn’t take the time to look at my timeline, but simply fired off an ageist reply, without appreciation for irony. Don’t diss the older members of your community - we are invested in climate change too."
606,2020-02-09,Hottest day ever just recorded. EVER. I hope and pray these young kids come out and vote for a candidate who isn’t a climate change denier. Old people don’t give a sh**. They need to. 
607,2020-02-09,Climate Change Is Breaking The Monsoon Extreme temperatures = extreme rains = extremely bad http://ow.ly/gSuy30qgkSj @ClimateReality #extremeweather #climatecrisis #climatechange #ethoslifestyle
608,2020-02-09,Who voted for him? No climate change in county Kerry it seems #ge2020
609,2020-02-09, Peoples of #SaudiArabian may suffer at a much faster pace from the fatal #consequences of #climatechange than the rest of the world. What are the key decision-makers of this region doing to stop this? Article by @MinaTumay
610,2020-02-09,"Has anyone considered the thermoelectric effect used for motor vehicles? Still using Fossil fuels, but absorbing the heat. Talk about preventing climate change, just adjust temperature difference to surrounding climate areas. This is a trillion $idea."
611,2020-02-09,BBC News - Climate change: Why are US senators wearing this symbol? 
612,2020-02-09,AND NOW For a #Music break ... “Mentality” by (#GRAMMYs)-nominated #band @SOJAlive #music - https://youtu.be/MJYVyjqLsgI via #YouTube #IndieMusic #Reggae #Rock #vibes n’ #Politics #Humanity #JusticeforALL #climateemergency #climatechange #worldpeace END THE #TOXICITY 
613,2020-02-09,There's no climate crisis. The rate of sea level change has not changed for 100s of years.
614,2020-02-09,CHILDREN Of The Ignorant : New Zealand Schools To Terrify Children About The 'Climate Crisis' https://climatism.blog/2020/01/14/children-of-the-ignorant-new-zealand-schools-to-terrify-children-about-the-climate-crisis/ via @JWSpry #ClimateChange #Indoctrination #Education
615,2020-02-09,"Typical ""God will provide"" climate change denier. "
616,2020-02-09,Climate change will increase the infectivity of infectious diseases
617,2020-02-09,I assume that you don't accept the science of climate change?
618,2020-02-09,Les seuls qui ne se sentent pas concernés par l’urgence climatique ! Pour info: Lyon-Paris: 2 h en train . ##ClimateChange #ClimateAction
619,2020-02-09,"If the establishment is successful in rigging this primary again, they might get first hand experience of a coup. We are done playing. Climate Change isn't going to wait for us to take back our government from the oligarchy. This is a life and death struggle."
620,2020-02-09,dudes worried bout climate change bruh just put ice cubes in da ocean 
621,2020-02-09,"Typical ""God will provide"" climate change denier. "
622,2020-02-09,Collect fairly-spent wisely - African finance officials discuss SDG and climate change at the African Fiscal Forum in Abidjan/Côte d'Ivoire. 
623,2020-02-09,Some absolutely fair points in here but IMO none of the others will actually do anything about the important issues. They'll tweak Medicare and talk the talk with climate change but they won't DO anything because they're all in the pockets of billionaires (or they are one). 
624,2020-02-09,It’s true! I’ve thought about it long&hard #tRumpt has made “billionaires” a bad word! I’m leaning 2ward @MikeBloomberg I like his agenda climate change equality immigration healthcare! I will know more next debate! He needs #BlackAsianHispanicLatino #NativeAmerican Communities!
625,2020-02-09,"#onemumatatime “The Senate task force on climate change asked to meet with me,” she said. “And so I asked the senators, ‘Am I doing the right thing?’ And Ed Markey said to me, ‘You’re building an army. That’s what we need. Make it big.’ ” https://www.vogue.com/article/jane-fonda-climate-action-washington #janefonda"
626,2020-02-09,ENSO and IOD : Mother Nature's Climate and Bushfire Drivers https://climatism.blog/2020/01/21/enso-and-iod-mother-natures-climate-and-bushfire-drivers/ via @JWSpry #ClimateChange #Nature #australiafloods #IODflip
627,2020-02-09,"Tributes to ""wonderfully engaging"" South Ribble councillor committed to tackling climate change "
628,2020-02-09,@ClimateParl https://www.gov.uk/guidance/climate-change is the website for UK Government advice for planners regarding issues associated with #ClimateChange. It was last updated in March 2019
629,2020-02-09,Capitalism is the Planet’s Cancer: Operate Before it’s too Late #ClimateCrisis #ClimateChange https://youtu.be/KEuSpqc-uqg via @YouTube
630,2020-02-09,KNMI NPO De eerste Beelden van ClimateChange Storm zijn binnen 
631,2020-02-09,"The children are our future, but when we ignore climate change, we put that future in jeopardy. New York City is proud to lead the way in green initiatives like electric vehicles, limiting plastic and ending new fossil fuel infrastructure. "
632,2020-02-09,"Climate Change is REAL, Man. "
633,2020-02-09,Is anyone bitching about the rain? Really? #climate_change
634,2020-02-09,Climate change! 
635,2020-02-09,climate change that's a joke as you're doing is paying scientist to do nothing if you look at the Bible it'll tell you that the Earth has many different cycles. 
636,2020-02-09,"Pete’s no Obama. In 2008 Obama was more accomplished and 10x smarter than Pete, bu is still yesterday. We have many recurrent problems, but there is increased recognition that income inequality, climate change and many other issues reached new urgency and on them Pete has zero"
637,2020-02-09,Climate change is threatening sports stadiums and arenas – these teams are fighting back 
638,2020-02-09,"- I want to advocate for climate change, but the struggles we face in Nigeria is crippling. Gotta be a humanitarian first. And that is TIME CONSUMING. I will support climate activists though. We focus on humans so they can focus on the planet."
639,2020-02-09,The ##Sleazebag from Redfern is going to useless sausage sizzles during the bushfires....If i want to go to a sausage sizzle I will go to Bunnings Albo!!!!!!
640,2020-02-09,There are countries out there right now like #China One of the worst polluters right now in the world that are not doing 1/10 of what we’re doing as far as climate change is concerned and we think what we’re doing is going to change anything.
641,2020-02-09,"Thanks. Yes, Ron has changed his mind on CO2 and AGW, though doesn't want governments doing much. Capitalism will solve the problem (IF there is a problem). Capitalism Is the Key to Fixing Climate Change "
642,2020-02-09,"And that's not really address8ng my point about economy, climate change and timeframe."
643,2020-02-09,I’ve always wondered if it was in climate change scientists best interest to keep people freaking out about climate change. You’d think weather men would fight back with “it’s weather you assholes”
644,2020-02-09,Top 5 worst things in the world: 5. Terrorism 4. Cancer 3. Climate change 2. Famine 1. Couples Pranking Videos
645,2020-02-09,Coming from the guy who sees it rain outside and races off to his phone to tweet about climate change being a hoax.
646,2020-02-09,"Movie: PLANEAT - Wed Feb 12 @7pm. PlanEat makes the case for a plant-based diet, which is good for our bodies, good for the environment, and mitigates climate change. Tickets $10 at John Elliott Theatre, Georgetown.… https://www.instagram.com/p/B8XEY43H9LG/?igshid=9pe9vsbo9q3q"
647,2020-02-09,Blue lives matter all lives matter climate change abortion religion science patriotism military feminism LGBT etc don't matter white supremacy in four 
648,2020-02-09,PETA : UN Agenda 21 Will Stop Bushfires And Halt Climate Change https://climatism.blog/2020/01/26/peta-un-agenda-21-will-stop-bushfires-and-halt-climate-change/ via @JWSpry #UN #Agenda21 #Guide
649,2020-02-09,"Antarctica had its warmest weather ever,they said it reached a alarming temperature since they started keeping records. It was 65 degrees yesterday and the scientists saying it will get worse if something doesn't happen with climate change/ Global warming,this is 1 reason we must"
650,2020-02-09,Bumblebees are going extinct in a time of ‘climate chaos’ https://buff.ly/378B4wZ via @NatGeo Killing our pollinators ... Stressing our #food systems ... Destroying ourselves. #agriculture #farming #ClimateChange #health
651,2020-02-09,"1) Bloomberg knows how to beat trump. He’s already shown us that he’s quick to punch him back—hard. 2) Bloomberg has the money—LOTS OF IT. And we NEED it. 3) Bloomberg focuses on kitchen table issues that matter, like healthcare, climate change, etc. and 4) He has my vote!"
652,2020-02-09,@MichaelPageWx @NECN @mklare1 Extreme Events: Adjusting to Climate Change #stayinformedcc #wutv #arcticmelt #climatechange #globalwarming #ClimateJustice #actonclimate #ClimateActionNow #ClimateCatastrophe #GreenNewDeal #climateaction
653,2020-02-09,"You are the threat! Climate change is natural. God made the climate and he controls it. Tell me, how did the ice age come about and how did the ice age disappear? Man? NOPE You deceive the people and fearmongering about climate. I want not 4 but 8 more years of @POTUS 2020"
654,2020-02-09,CLIMATE CRISIS UNEARTHED : Adelaide’s Temperature Rose Above 38°C Fourteen Times In January (1908) https://climatism.blog/2020/02/01/climate-crisis-unearthed-adelaides-temperature-rose-above-38c-fourteen-times-in-january-1908/ via @JWSpry #ClimateChange #History #ClimateEmergencyHoax
655,2020-02-09,"JUST FIVE HOURS FROM BLAMING WARMING FOR THE DROUGHT TO BLAMING IT FOR THE RAIN | “Ignore the science! Just shout climate change, climate change, climate change!” These people are lunatics and utterly irresponsible “journalists.” "
656,2020-02-09,"Well said, Alexandra. Happens every single year in CA. No forest, just burned soil and then the floods. Climate change my ass."
657,2020-02-09,Want to Do Something About Climate Change? Follow the Money 
658,2020-02-09,"Someone, anyone, who will take climate change seriously. Anyone other than a clown"
659,2020-02-09,green energy reduces the environmental impact associated with climate change. it improves our quality of life through the reduction of carbon emissions. :)
660,2020-02-09,"Antarctica just registered HOTTEST TEMPERATURE EVER ...nearly 65 degrees Fahrenheit! It’s f@cking shorts weather there, but Trump and the Republicans still claim #ClimateChange is a hoax. Morons. #ClimateEmergency #ClimateCrisis"
661,2020-02-09,"I talk about it, but I’m a teacher and get to nerd out by studying economics, political science, history, climate change,...."
662,2020-02-09,https://change.org/p/david-hurley-governor-general-calling-on-the-governor-general-to-dissolve-the-house……………………………… PLEASE SIGN AND SHARE #ClimateChange #beetrooter #sunshinecoast #Barnaby #sydneystorms #sydneyfloods #Flooding #Indonesia #keepAustraliaSafe #Paris #warwickfarm #NSWFloods #FoxNews #Charlie #Russians #Greece
663,2020-02-09,POLAR BEARS : The New Symbol Of Climate Change Realism And A Stable Arctic https://climatism.blog/2020/02/03/polar-bears-the-new-symbol-of-climate-change-realism-and-a-stable-arctic/ via @JWSpry #Arctic #SeaIce #ClimateEmergencyHoax
664,2020-02-09,This is horrific and the gop evangelicals will no doubt claim rapture is just around the corner bc they don’t trust science on climate change but trust one day they’re gonna be zapped up to heaven while non believers are left behind to deal with the locusts.
665,2020-02-09,"The effect of #ClimateChange, toxic politics and terrorism destroying '#food sovereignties' in ecosystems already experiencing extreme #poverty might have been underrated"
666,2020-02-09,Zali Steggall to unveil climate change bill and push for a conscience vote for MPs https://www.theguardian.com/australia-news/2020/feb/10/zali-steggall-to-unveil-climate-change-bill-and-push-for-a-conscience-vote-for-mps Most politicians don't have a conscience. They have donors and vested interests.
667,2020-02-09,Zali Steggall to unveil climate change bill and push for a conscience vote for MPs https://www.theguardian.com/australia-news/2020/feb/10/zali-steggall-to-unveil-climate-change-bill-and-push-for-a-conscience-vote-for-mps?CMP=share_btn_tw
668,2020-02-09,"‘The people have spoken. In Kerry they say yes to a climate change denier, in Tipp they say yes to a tax defaulter, in Dublin SC someone who used 50,000 of Dail print cartridges in 2 years and there are more. #GE2020"
669,2020-02-09,CREDLIN : 'Climate Cult' Using Environmentalism As A 'Trojan Horse' For Marxism https://climatism.blog/2020/02/07/credlin-climate-cult-using-environmentalism-as-a-trojan-horse-for-marxism/ via @JWSpry #ClimateChange #Cult
670,2020-02-09,ANGELA MERKEL : The New Climate Change 'Denier' https://climatism.blog/2020/02/08/angela-merkel-the-new-climate-change-denier/ via @JWSpry #Energiewende #Fail 
671,2020-02-09,"""One recurring theme of conversation [with people I meet] is: Isn't the weather odd. The underlying tenor of all of these conversations is anxiety."" @PaulSalopek talks to @climateone about climate change and migration. "
672,2020-02-09,"Yes we will need a plethora of approaches to deal w/ climate change but tech solutions often create additional problems (waste storage, energy use, etc.). We need to stop overproducing and start conserving. Capitalism prioritizes profit and is not conducive to conservation."
673,2020-02-09,"@JonathanWNV Reject the Teck Frontier Oil Sands Mine Project and uphold your Government’s commitments on #climatechange, conservation and #biodiversity protection. #RejectFrontier"
674,2020-02-09,Enuf with throwing around taxpayers millions of $$$to other countries while we have so many needs here in our country. All to say we're fighting gyre climate change Bu***it. Its a tax grab any way you look at it. Collecting millions &amp; millions of$$its not going change anything
675,2020-02-09,"NOTHING is enough to deal with Climate Change. That's the point... Humans can do NOTHING that can change the climate, and you're a complete ninkapoop if you believe otherwise."
676,2020-02-09,"Breaking Down The Last Decade Of ""Terrible"" Climate-Change In 7 Narrative-Busting Charts | Zero Hedge "
677,2020-02-09,N.B. Puleeze do not blame climate change... These infestations date back to Biblical times!
678,2020-02-09,"I realize this is objectively terrible and a bad omen for the future under climate change. On the other hand, it’s incredibly metal and I am currently making the “Yeeeargh” pirate noise "
679,2020-02-09,Climate change Green New Deal restrictions are only for you minions. NOT for the “ruling class”. NEVER surrender your freedoms to these clowns. Never! 
680,2020-02-09,Climate change.
681,2020-02-09,Remember when bees were being killed by pesticides? Now it's #ClimateChange. Corps are planting GMO crops and spraying lethal pesticides. The con jobs look for new and exciting ways to take direct blame off companies while taxing us chumps for their mess. 
682,2020-02-09,"@JustinTrudeau Reject the Teck Frontier Oil Sands Mine Project and uphold your Government’s commitments on #climatechange, conservation and #biodiversity protection. #RejectFrontier"
683,2020-02-09,It’s the truth y’all need to hear after giving her 30 chances
684,2020-02-09,"""I don't want to die before my time. Already used up eight of my lives."" #Replacements #ClimateCrisis #ClimateChange #VoteBlue #TrumpNotFitForOffice #Election2020 #VoteBlueNoMatterWho"
685,2020-02-09,Is climate change real?
